TypeSectionCode ;code ;DescriptionInEnglish ;DescriptionInRussian ;NameInEngish ;NameInRussian ;id
T ;DSRT ;a large area with little or no vegetation due to extreme environmental conditions ;большая территория с небольшой или отсутствующей растительностью из-за экстремальных условий окружающей среды ;desert ;пустыня ;98df6716-1aa3-4b8b-a1b8-2a7ae9d61dcf
T ;DUNE ;a wave form, ridge or star shape feature composed of sand ;Волнообразная, ребристая или звездообразная особенность, состоящая из песка ;dune(s) ;дюны) ;f2bd44ef-7bc5-4ce7-945b-02f6a28c7693
T ;DVD ;a line separating adjacent drainage basins ;линия, разделяющая соседние водосборные бассейны ;divide ;разделять ;bb6f972b-4549-46ee-b6c0-aa5a53fdd5ca
T ;ERG ;an extensive tract of shifting sand and sand dunes ;обширный участок подвижного песка и песчаных дюн ;sandy desert ;песчаная пустыня ;124738e6-20cd-4939-82a4-32eb67fc5e61
T ;FAN ;a fan-shaped wedge of coarse alluvium with apex merging with a mountain stream bed and the fan spreading out at a low angle slope onto an adjacent plain ;веерообразный клин крупнозернистого аллювия с вершиной, сливающейся с руслом горного ручья, и веером, выходящим под пологим склоном на прилегающую равнину ;fan(s) ;поклонники) ;17cc6b83-0959-46db-9127-df62bb1197c0
T ;FORD ;a shallow part of a stream which can be crossed on foot or by land vehicle ;мелководная часть ручья, которую можно пересечь пешком или на наземном транспортном средстве ;ford ;брод ;863e4673-ae22-4528-8e40-79478c57412c
T ;FSR ;a crack associated with volcanism ;трещина, связанная с вулканизмом ;fissure ;трещина ;9b29e4af-0e7f-474d-b095-aab3585ffc9f
T ;GAP ;a low place in a ridge, not used for transportation ;низкое место в хребте, не используемое для перевозки ;gap ;зазор ;2c9d3773-dfa6-4a5a-8441-482caab1c9fa
T ;GRGE ;a short, narrow, steep-sided section of a stream valley ;короткий, узкий, крутой участок долины ручья ;gorge(s) ;ущелье (я) ;1c08be58-4f74-49f8-bda7-4843f458ea70
T ;HDLD ;a high projection of land extending into a large body of water beyond the line of the coast ;высокий выступ земли, простирающийся в большой водоем за линией побережья ;headland ;мыс ;a67340d9-caae-48be-8495-cc36a5de94ce
T ;HLL ;a rounded elevation of limited extent rising above the surrounding land with local relief of less than 300m ;округлая возвышенность ограниченной протяженности, возвышающаяся над окружающей местностью с местным рельефом менее 300 м. ;hill ;холм ;590cb90d-2e63-4457-82f7-ec0b11d3de59
T ;HLLS ;rounded elevations of limited extent rising above the surrounding land with local relief of less than 300m ;округлые возвышенности ограниченной протяженности, возвышающиеся над окружающей местностью с местным рельефом менее 300 м ;hills ;холмы ;6d8b4c0b-b3de-4b9e-8e57-d8bf828e72e8
T ;HMCK ;a patch of ground, distinct from and slightly above the surrounding plain or wetland. Often occurs in groups ;участок земли, отличный от окружающей равнины или заболоченной местности и немного возвышающийся над ней. Часто встречается группами ;hammock(s) ;гамак (ы) ;e740a3c1-30c2-4240-b036-106f2cb7ebfc
T ;HMDA ;a relatively sand-free, high bedrock plateau in a hot desert, with or without a gravel veneer ;относительно свободное от песка высокое скальное плато в жаркой пустыне с гравийным покрытием или без него ;rock desert ;каменная пустыня ;2410b30a-c03c-47a2-b824-a643fb84da31
T ;INTF ;a relatively undissected upland between adjacent stream valleys ;относительно нерасчлененная возвышенность между соседними долинами ручьев ;interfluve ;междуречье ;b70edb23-3bc5-4d9c-a26b-2e68a822f0a2
T ;ISL ;a tract of land, smaller than a continent, surrounded by water at high water ;участок земли размером меньше континента, окруженный водой во время половодья ;island ;остров ;62247f89-9885-4c4b-8f12-5a484eb27e1e
T ;ISLET ;small island, bigger than rock, smaller than island. ;маленький остров, больше, чем скала, меньше, чем остров. ;islet ;островок ;05d13836-1785-4b1d-9393-3db32c5d2e1f
T ;ISLF ;an island created by landfill or diking and filling in a wetland, bay, or lagoon ;остров, образованный свалкой или обваловкой и заполнением водно-болотных угодий, залива или лагуны ;artificial island ;искусственный остров ;12249506-b8f3-4bee-b6fb-94716e260804
T ;ISLM ;a mangrove swamp surrounded by a waterbody ;мангровое болото, окруженное водоемом ;mangrove island ;мангровый остров ;efc294f4-fdec-4130-9add-5725bc5d57a8
T ;ISLS ;tracts of land, smaller than a continent, surrounded by water at high water ;участки земли размером меньше континента, окруженные водой во время половодья ;islands ;острова ;f884a12a-4861-4545-98fb-381858d21fa3
T ;ISLT ;a coastal island connected to the mainland by barrier beaches, levees or dikes ;прибрежный остров, соединенный с материком барьерными пляжами, дамбами или дамбами ;land-tied island ;связанный с сушей остров ;ac1bb020-e62b-41e7-b045-5d5b874fe9a2
T ;ISLX ;" " ;" " ;section of island ;часть острова ;d31f1614-8ada-4574-ac60-a625a13d2cf6
T ;ISTH ;a narrow strip of land connecting two larger land masses and bordered by water ;узкая полоса земли, соединяющая два больших массива суши и омываемая водой ;isthmus ;перешеек ;53b2dc9d-b14f-4141-b549-eae031eb1b8f
T ;KRST ;a distinctive landscape developed on soluble rock such as limestone characterized by sinkholes, caves, disappearing streams, and underground drainage ;характерный ландшафт, образованный растворимой горной породой, такой как известняк, с воронками, пещерами, исчезающими ручьями и подземным стоком. ;karst area ;карстовая область ;30d6485a-1df0-4f65-9886-15758a198023
T ;LAVA ;an area of solidified lava ;участок застывшей лавы ;lava area ;мыть область ;0fb315cc-8a5e-4ff7-b332-fd5b31724f8f
T ;MESA ;a flat-topped, isolated elevation with steep slopes on all sides, less extensive than a plateau ;изолированная возвышенность с плоской вершиной и крутыми склонами со всех сторон, менее протяженная, чем плато ;mesa(s) ;стол(ы) ;c1b71469-ee2d-4129-beb4-2e5dfb31e480
T ;MND ;a low, isolated, rounded hill ;низкий, изолированный, округлый холм ;mound(s) ;курган (ы) ;6b995b70-c9ae-4b2e-b5c7-2f08681dc829
T ;MRN ;a mound, ridge, or other accumulation of glacial till ;насыпь, гребень или другое скопление ледникового тилла ;moraine ;морена ;afdd5248-016c-4268-9e8b-1e5e21cc768f
T ;MT ;an elevation standing high above the surrounding area with small summit area, steep slopes and local relief of 300m or more ;возвышающаяся над окружающей местностью возвышенность с небольшой площадью вершины, крутыми склонами и местным рельефом высотой 300 м и более ;mountain ;гора ;68411dca-6620-49a6-80b8-9ddfdc200f5b
T ;MTS ;a mountain range or a group of mountains or high ridges ;горный хребет или группа гор или высоких хребтов ;mountains ;горы ;511f058f-53dd-400a-88ef-231763319789
T ;NKM ;a narrow strip of land between the two limbs of a meander loop at its narrowest point ;узкая полоса земли между двумя ответвлениями меандровой петли в самом узком месте ;meander neck ;меандровая шея ;cc5d90af-023a-415d-9b3c-e55eb734b957
T ;NTK ;a rock or mountain peak protruding through glacial ice ;скала или горная вершина, выступающая сквозь ледниковый лед ;nunatak ;не штампованный ;f37513af-07b8-4b93-97fd-32f32a23555e
T ;NTKS ;rocks or mountain peaks protruding through glacial ice ;скалы или горные вершины, выступающие сквозь ледниковый лед ;nunataks ;Нунатаки ;07891828-8575-4c8d-a70b-9c717ba19ee8
T ;PAN ;a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool ;почти ровная неглубокая естественная впадина или бассейн, обычно содержащая прерывистое озеро, пруд или бассейн ;pan ;кастрюля ;ca2585d1-d479-437c-9375-ab96949f1f6c
T ;PANS ;a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool ;почти ровная неглубокая естественная впадина или бассейн, обычно содержащая прерывистое озеро, пруд или бассейн ;pans ;кастрюли ;e9a9e99e-dca1-4c2e-87fe-3c0b5af60966
T ;PASS ;a break in a mountain range or other high obstruction, used for transportation from one side to the other [See also gap] ;обрыв в горном хребте или другое высокое препятствие, используемое для транспортировки с одной стороны на другую [см. Также разрыв] ;pass ;проходить ;aab098e6-e371-48a4-a076-94e3af6ac4d4
T ;PEN ;an elongate area of land projecting into a body of water and nearly surrounded by water ;вытянутый участок земли, выступающий в водоем и почти окруженный водой ;peninsula ;полуостров ;0ce296e5-e419-4cf0-8acc-f7572e146346
T ;PENX ;" " ;" " ;section of peninsula ;участок полуострова ;5d519309-645a-41ec-beb3-a2502414c66c
T ;PK ;a pointed elevation atop a mountain, ridge, or other hypsographic feature ;заостренная возвышенность на вершине горы, хребта или другого гипсографического объекта ;peak ;вершина горы ;f508a888-1373-4502-90fc-326261ee97b0
T ;PKS ;pointed elevations atop a mountain, ridge, or other hypsographic features ;заостренные возвышения на вершине горы, хребта или других гипсографических объектов ;peaks ;пики ;bc728bbe-9854-4a3e-ad9b-095d61206992
T ;PLAT ;an elevated plain with steep slopes on one or more sides, and often with incised streams ;возвышенная равнина с крутыми склонами с одной или нескольких сторон и часто с врезанными ручьями ;plateau ;плато ;5b98e86a-36b7-4371-82ab-51e187f0bcfb
T ;PLATX ;" " ;" " ;section of plateau ;участок плато ;36555cd7-f377-4464-9af8-80b08054fef7
T ;PLDR ;an area reclaimed from the sea by diking and draining ;территория, отвоеванная у моря обваловкой и осушением ;polder ;польдер ;621b1ea9-2ed5-44c9-b702-668664f1d81b
T ;PLN ;an extensive area of comparatively level to gently undulating land, lacking surface irregularities, and usually adjacent to a higher area ;обширная площадь от относительно ровной до слегка волнистой земли, без неровностей поверхности и обычно примыкающая к более высокому участку ;plain(s) ;равнина (ы) ;2c6ecd24-1c2c-4859-af22-50073b00246c
T ;PLNX ;" " ;" " ;section of plain ;участок равнины ;b3b7647f-b4d6-4b30-a81c-215a77c8df39
T ;PROM ;a bluff or prominent hill overlooking or projecting into a lowland ;обрыв или выступающий холм, возвышающийся над низменностью или выступающий в нее ;promontory(-ies) ;мыс(-и) ;9592de63-dc66-473c-8546-7ed706e7145f
T ;PT ;a tapering piece of land projecting into a body of water, less prominent than a cape ;сужающийся участок земли, выступающий в водоем, менее заметный, чем мыс ;point ;точка ;633390fe-d3a2-429f-b7b9-9f7b9d7a3db3
T ;PTS ;tapering pieces of land projecting into a body of water, less prominent than a cape ;сужающиеся участки земли, выступающие в водоем, менее заметные, чем мыс ;points ;точки ;2a4f0f00-c29c-4524-abeb-2aa66786d3fe
T ;RDGB ;a ridge of sand just inland and parallel to the beach, usually in series ;песчаная гряда внутри суши и параллельно берегу, обычно последовательно ;beach ridge ;пляжный хребет ;7b65f51b-7cd7-45f9-a54b-bf2e633ac949
T ;RDGE ;a long narrow elevation with steep sides, and a more or less continuous crest ;длинная узкая возвышенность с крутыми склонами и более или менее непрерывным гребнем ;ridge(s) ;гребень (ы) ;ab760698-6cd0-4a82-9104-a47de1eca6db
T ;REG ;a desert plain characterized by a surface veneer of gravel and stones ;пустынная равнина, характеризующаяся поверхностным покрытием из гравия и камней ;stony desert ;каменистая пустыня ;f7b536e9-0030-4344-94e0-ef34ebe86c37
T ;RK ;a conspicuous, isolated rocky mass ;заметный, изолированный скальный массив ;rock ;камень ;64c569ce-7907-44f9-a660-e698a1a2b587
T ;RKFL ;an irregular mass of fallen rock at the base of a cliff or steep slope ;неравномерная масса упавшей скалы у подножия утеса или крутого склона ;rockfall ;камнепад ;f05f37a1-54da-4785-92e3-ce3225ca917c
T ;RKS ;conspicuous, isolated rocky masses ;заметные, изолированные скальные массы ;rocks ;горные породы ;9f39bec4-0db8-44f2-b03f-2a16ebafaaa5
T ;SAND ;a tract of land covered with sand ;участок земли, покрытый песком ;sand area ;песчаная зона ;de80f7ff-a689-4ba7-b419-f32c3b5995d8
T ;SBED ;a channel formerly containing the water of a stream ;канал, ранее содержавший воду ручья ;dry stream bed ;сухое русло ручья ;d304a9ed-e91d-4981-b711-3780bc8cd5c6
T ;SCRP ;a long line of cliffs or steep slopes separating level surfaces above and below ;длинная линия скал или крутых склонов, разделяющая ровные поверхности сверху и снизу ;escarpment ;откос ;ebf71c75-75d0-4050-a925-c7cf7671b953
T ;SDL ;a broad, open pass crossing a ridge or between hills or mountains ;широкий открытый проход, пересекающий хребет или между холмами или горами ;saddle ;седло ;ee046a0a-b79b-4ced-ad00-7f9610856d33
T ;SHOR ;a narrow zone bordering a waterbody which covers and uncovers at high and low water, respectively ;узкая полоса, граничащая с водоемом, которая закрывает и обнажает соответственно при высокой и малой воде ;shore ;берег ;ee7d1bec-b569-433c-851d-2ff2acf5952e
T ;SINK ;a small crater-shape depression in a karst area ;небольшая впадина в форме кратера в карстовой области ;sinkhole ;воронка ;f74a6c43-9c59-4d5e-9134-e07c46b86f5a
T ;SLID ;a mound of earth material, at the base of a slope and the associated scoured area ;насыпь из земляного материала у основания склона и связанная с ним очищенная территория ;slide ;горка ;b2e59c9c-18d0-4db0-a64c-df9a5fa04c07
T ;SLP ;a surface with a relatively uniform slope angle ;поверхность с относительно равномерным углом наклона ;slope(s) ;уклон(ы) ;51c2f252-d07f-4012-b5fe-cc538ca36f4b
T ;SPIT ;a narrow, straight or curved continuation of a beach into a waterbody ;узкое, прямое или изогнутое продолжение пляжа в водоем ;spit ;плевать ;736983bb-a87e-4381-a67e-de7801e53ec1
T ;SPUR ;a subordinate ridge projecting outward from a hill, mountain or other elevation ;второстепенный гребень, выступающий наружу с холма, горы или другой возвышенности ;spur(s) ;шпора (ы) ;d52a6ff2-6a1e-433e-b8b2-b2c8f601b2a8
T ;TAL ;a steep concave slope formed by an accumulation of loose rock fragments at the base of a cliff or steep slope ;крутой вогнутый склон, образованный скоплением рыхлых обломков горных пород у основания утеса или крутого склона ;talus slope ;осыпной склон ;64a43327-0cfd-418b-9c81-e32de58476cb
T ;TRGD ;a long wind-swept trough between parallel longitudinal dunes ;длинная продуваемая ветрами впадина между параллельными продольными дюнами ;interdune trough(s) ;междюнный желоб (ы) ;cce12d85-6086-4f00-ad0f-daec71f187b4
T ;TRR ;a long, narrow alluvial platform bounded by steeper slopes above and below, usually overlooking a waterbody ;длинная узкая аллювиальная платформа, ограниченная более крутыми склонами сверху и снизу, обычно с видом на водоем ;terrace ;терраса ;d8a2a438-2730-4ed0-a240-9ec9b842177a
T ;UPLD ;an extensive interior region of high land with low to moderate surface relief ;обширная внутренняя область высокогорья с рельефом поверхности от низкого до умеренного ;upland ;возвышенность ;cba99dba-8aa6-4783-9d42-910d1615d1bd
T ;VAL ;an elongated depression usually traversed by a stream ;продолговатая впадина, обычно пересекаемая ручьем ;valley ;долина ;8fa1036b-ee94-43d4-a9d9-4e58cda6f95c
T ;VALS ;elongated depressions usually traversed by a stream ;продолговатые впадины, обычно пересекаемые ручьем ;valleys ;долины ;4f181e60-4a15-417d-b6c9-6ddae56cdc83
T ;VALX ;" " ;" " ;section of valley ;участок долины ;cc06c31b-9f99-4a6f-a999-e8d46fcd0368
T ;VLC ;a conical elevation composed of volcanic materials with a crater at the top ;коническая возвышенность, состоящая из вулканических материалов, с кратером наверху ;volcano ;вулкан ;512340e6-f074-4827-a7a9-478691b7a88e
U ;APNU ;a gentle slope, with a generally smooth surface, particularly found around groups of islands and seamounts ;пологий склон с в целом гладкой поверхностью, особенно встречающийся вокруг групп островов и подводных гор ;apron ;фартук ;eb4a05ee-ab12-4d2c-b776-4f82028ffd33
U ;ARCU ;a low bulge around the southeastern end of the island of Hawaii ;невысокая выпуклость вокруг юго-восточной оконечности острова Гавайи. ;arch ;арка ;66cd5b8c-401d-498e-a051-051bc9f39978
U ;ARRU ;an area of subdued corrugations off Baja California ;область приглушенных гофров у Нижней Калифорнии ;arrugado ;морщинистый ;ef0c76c9-7a24-419b-acbe-036010f6cff6
U ;BDLU ;a region adjacent to a continent, normally occupied by or bordering a shelf, that is highly irregular with depths well in excess of those typical of a shelf ;область, примыкающая к континенту, обычно занятая шельфом или граничащая с ним, очень неравномерная, с глубинами, значительно превышающими типичные для шельфа ;borderland ;окраина ;2bb8239f-bd41-4225-9892-7c31d0e9a0f3
U ;BKSU ;elevations, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation ;возвышенности, обычно расположенные на шельфе, над которыми глубина воды относительно невелика, но достаточна для безопасного надводного плавания ;banks ;банки ;8be39918-6ba2-4473-abe5-f3568c9404ab
U ;BNKU ;an elevation, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation ;высота, обычно расположенная на шельфе, над которой глубина воды относительно невелика, но достаточна для безопасного надводного плавания ;bank ;банк ;a8fa4d58-f09d-4f2c-ab3c-3db7ddd43626
U ;BSNU ;a depression more or less equidimensional in plan and of variable extent ;углубление более или менее одинакового размера в плане и различной протяженности ;basin ;бассейн ;b5c312b4-4f61-4bb6-9bb7-251a013eb0cc
U ;CDAU ;an entire mountain system including the subordinate ranges, interior plateaus, and basins ;вся горная система, включая подчиненные хребты, внутренние плато и бассейны ;cordillera ;кордильера ;e5c5e375-0944-4757-8d7c-b23ebb28d2c7
U ;CNSU ;relatively narrow, deep depressions with steep sides, the bottom of which generally has a continuous slope ;относительно узкие, глубокие впадины с крутыми бортами, дно которых обычно имеет сплошной уклон ;canyons ;каньоны ;bc1ca280-6172-47b4-aff2-939f2b7c5a17
U ;CNYU ;a relatively narrow, deep depression with steep sides, the bottom of which generally has a continuous slope ;относительно узкая, глубокая впадина с крутыми бортами, дно которой обычно имеет сплошной уклон ;canyon ;каньон ;bd33567e-5748-401a-9d5b-5a7cc0078a98
U ;CRSU ;a gentle slope rising from oceanic depths towards the foot of a continental slope ;пологий склон, поднимающийся из океанических глубин к подножию континентального склона ;continental rise ;континентальный подъем ;dcc7ecec-6946-41d0-9612-d0e942dc9d37
U ;DEPU ;a localized deep area within the confines of a larger feature, such as a trough, basin or trench ;локализованная глубокая область в пределах более крупного объекта, такого как впадина, бассейн или траншея ;deep ;глубокий ;04d80a31-a4d5-4901-b32d-aa97e206ba65
U ;EDGU ;a line along which there is a marked increase of slope at the outer margin of a continental shelf or island shelf ;линия, вдоль которой наблюдается заметное увеличение уклона на внешней окраине континентального или островного шельфа ;shelf edge ;край полки ;888588aa-3dff-4923-b034-f5ef3da99b41
U ;ESCU ;an elongated and comparatively steep slope separating flat or gently sloping areas ;вытянутый и сравнительно крутой склон, разделяющий плоские или пологие участки ;escarpment (or scarp) ;откос (или откос) ;c894f576-70bd-47ab-8f02-cadfcbb42002
U ;FANU ;a relatively smooth feature normally sloping away from the lower termination of a canyon or canyon system ;относительно гладкая особенность, обычно наклонная от нижней оконечности каньона или системы каньонов ;fan ;вентилятор ;d55bcbef-cb29-4cab-ba55-35ec26b8efad
U ;FLTU ;a small level or nearly level area ;небольшая ровная или почти ровная площадка ;flat ;плоский ;80f83552-40b8-48d0-9cb3-97858efab7d5
U ;FRZU ;an extensive linear zone of irregular topography of the sea floor, characterized by steep-sided or asymmetrical ridges, troughs, or escarpments ;обширная линейная зона неправильной топографии морского дна, характеризующаяся крутыми или асимметричными гребнями, впадинами или откосами ;fracture zone ;зона перелома ;2ed81d69-2fe1-481b-93ec-e58ec94c2020
U ;FURU ;a closed, linear, narrow, shallow depression ;замкнутая, линейная, узкая, неглубокая депрессия ;furrow ;борозда ;6682bb55-0b18-45df-9ac4-4f3959933abb
U ;GAPU ;a narrow break in a ridge or rise ;узкий прорыв в хребте или подъеме ;gap ;зазор ;eb5944fc-b834-48fb-b9c5-e64063ab1e0c
U ;GLYU ;a small valley-like feature ;небольшая долина ;gully ;овраг ;0fb8f021-ce24-417e-bef4-0985f5060940
U ;HLLU ;an elevation rising generally less than 500 meters ;высота подъема обычно менее 500 метров ;hill ;холм ;4fc566d8-76ee-4737-bbe1-a1ef18453a79
U ;HLSU ;elevations rising generally less than 500 meters ;высота подъема обычно менее 500 метров ;hills ;холмы ;385410c4-7529-4a1e-8cde-bcfb455bf1d3
U ;HOLU ;a small depression of the sea floor ;небольшое углубление морского дна ;hole ;дыра ;dbceed24-80f4-48ad-b58a-f97a4ce8c720
U ;KNLU ;an elevation rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summit ;возвышение, поднимающееся обычно более чем на 500 метров и менее чем на 1000 метров и ограниченное по всей вершине ;knoll ;холмик ;a30e03c7-a269-42fe-8056-36f19d72e0cb
U ;KNSU ;elevations rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summits ;возвышенности, поднимающиеся обычно более чем на 500 метров и менее чем на 1000 метров и ограниченные по протяженности на вершинах ;knolls ;холмы ;fb092180-6b44-4b04-88b0-c0d5ae01ff62
U ;LDGU ;a rocky projection or outcrop, commonly linear and near shore ;скалистый выступ или обнажение, обычно прямолинейный и расположенный у берега ;ledge ;уступ ;11bb994d-1fc8-4c01-929d-ed2fc647902f
U ;LEVU ;an embankment bordering a canyon, valley, or seachannel ;набережная, граничащая с каньоном, долиной или морским каналом ;levee ;дамба ;9321ab1b-384d-49f9-8451-e69d6abe8cbb
U ;MESU ;an isolated, extensive, flat-topped elevation on the shelf, with relatively steep sides ;изолированное, обширное, плосковершинное возвышение на шельфе с относительно крутыми бортами ;mesa ;плато ;324b2c97-622d-415c-b287-1eafcfbc642a
U ;MNDU ;a low, isolated, rounded hill ;низкий, изолированный, округлый холм ;mound ;насыпь ;81768344-3d09-4848-b80d-9dd6d14c4c56
U ;MOTU ;an annular depression that may not be continuous, located at the base of many seamounts, islands, and other isolated elevations ;кольцевая депрессия, которая может быть не непрерывной, расположена у основания многих подводных гор, островов и других изолированных возвышенностей ;moat ;ров ;1e26bb8d-d528-4cd7-9c00-07d500dcf6dd
U ;MTU ;a well-delineated subdivision of a large and complex positive feature ;хорошо очерченное подразделение большого и сложного положительного объекта ;mountain ;гора ;b429ee07-ac68-4eeb-b547-6f817182926c
U ;PKSU ;prominent elevations, part of a larger feature, either pointed or of very limited extent across the summit ;заметные возвышения, часть более крупного объекта, либо заостренные, либо очень ограниченные по всей вершине ;peaks ;пики ;6d7cd15e-a924-4f0b-a5b8-09e71e73d96e
U ;PKU ;a prominent elevation, part of a larger feature, either pointed or of very limited extent across the summit ;заметное возвышение, часть более крупного объекта, заостренная или очень ограниченная по всей вершине ;peak ;вершина горы ;14e21021-f543-4974-ab93-382e8ea8b2ef
U ;PLNU ;a flat, gently sloping or nearly level region ;плоский, пологий или почти ровный участок ;plain ;простой ;dfc0534c-0165-43c3-a7cf-227aa73978f0
U ;PLTU ;a comparatively flat-topped feature of considerable extent, dropping off abruptly on one or more sides ;сравнительно плоская вершина значительной протяженности, резко обрывающаяся с одной или нескольких сторон ;plateau ;плато ;37132f9a-6115-439e-85b6-afda3df4db0f
U ;PNLU ;a high tower or spire-shaped pillar of rock or coral, alone or cresting a summit ;высокая башня или столб в форме шпиля из скалы или коралла, одинокая или венчающая вершину ;pinnacle ;вершина ;e156dd03-618e-4910-a468-e43469ffba2f
U ;PRVU ;a region identifiable by a group of similar physiographic features whose characteristics are markedly in contrast with surrounding areas ;регион, идентифицируемый по группе сходных физико-географических особенностей, характеристики которых резко контрастируют с окружающими районами ;province ;провинция ;4d1e5875-748f-457b-8608-d7c381044915
U ;RDGU ;a long narrow elevation with steep sides ;длинное узкое возвышение с крутыми склонами ;ridge ;хребет ;7d0e2c34-2afd-4fe5-b5d6-f6afb39efab9
U ;RDSU ;long narrow elevations with steep sides ;длинные узкие возвышенности с крутыми склонами ;ridges ;хребты ;68e182c6-3a16-40cb-a380-f392cc1a7bd1
U ;RFSU ;surface-navigation hazards composed of consolidated material ;опасности для надводного плавания, состоящие из уплотненного материала ;reefs ;рифы ;35bf0608-eec8-4ace-bf56-be615f5555ce
U ;RFU ;a surface-navigation hazard composed of consolidated material ;опасность надводного плавания, состоящая из уплотненного материала ;reef ;риф ;b9c06856-d7e3-45a9-8ecf-cd20417b5b31
U ;RISU ;a broad elevation that rises gently, and generally smoothly, from the sea floor ;широкая возвышенность, которая плавно и, как правило, плавно возвышается над морским дном. ;rise ;рост ;dfe099a3-542e-4369-9d86-9fec715c4dbe
U ;SCNU ;a continuously sloping, elongated depression commonly found in fans or plains and customarily bordered by levees on one or two sides ;непрерывно наклонная, удлиненная депрессия, обычно встречающаяся в конусах выноса или на равнинах и обычно окаймленная дамбами с одной или двух сторон ;seachannel ;морской канал ;e419a0ba-9b84-4180-aa08-bf614ced8e1a
U ;SCSU ;continuously sloping, elongated depressions commonly found in fans or plains and customarily bordered by levees on one or two sides ;непрерывно наклонные удлиненные впадины, обычно встречающиеся в конусах выноса или на равнинах и обычно окаймленные дамбами с одной или двух сторон ;seachannels ;морские каналы ;ee27d6e8-a77a-4a74-a81b-9cca96362d19
U ;SDLU ;a low part, resembling in shape a saddle, in a ridge or between contiguous seamounts ;низкая часть, по форме напоминающая седловину, в хребте или между сближающимися подводными горами ;saddle ;седло ;7b32be64-a236-4879-b2fb-cb2847cda881
U ;SHFU ;a zone adjacent to a continent (or around an island) that extends from the low water line to a depth at which there is usually a marked increase of slope towards oceanic depths ;зона, прилегающая к континенту (или вокруг острова), которая простирается от линии отлива до глубины, на которой обычно наблюдается заметное увеличение уклона в сторону океанических глубин ;shelf ;полка ;bef113ae-8612-4be5-9526-cda5d4dbe863
U ;SHLU ;a surface-navigation hazard composed of unconsolidated material ;опасность для надводного плавания, состоящая из рыхлого материала ;shoal ;мелководье ;8a7964c6-5e6b-41f7-8074-0fc210e73c75
U ;SHSU ;hazards to surface navigation composed of unconsolidated material ;опасности для надводного плавания, состоящие из рыхлого материала ;shoals ;косяки ;5ff7b784-569b-4627-87f0-55fe9ba7e8d7
U ;SHVU ;a valley on the shelf, generally the shoreward extension of a canyon ;долина на шельфе, обычно продолжение каньона в сторону берега ;shelf valley ;шельфовая долина ;21d69510-d038-4f4c-ba0f-0972b41b1f10
U ;SILU ;the low part of a gap or saddle separating basins ;нижняя часть щели или седловина, разделяющая бассейны ;sill ;подоконник ;5ad3e7e9-95ac-47f4-aa03-f0103e54b0f9
U ;SLPU ;the slope seaward from the shelf edge to the beginning of a continental rise or the point where there is a general reduction in slope ;склон в сторону моря от края шельфа до начала континентального поднятия или точки общего понижения уклона ;slope ;склон ;ccbc79cd-2c98-4666-93c1-5196c696eafd
U ;SMSU ;elevations rising generally more than 1,000 meters and of limited extent across the summit ;возвышенности, поднимающиеся обычно более чем на 1000 метров и ограниченные по протяженности на вершине ;seamounts ;подводные горы ;1773f59b-0b3d-42a6-abb8-44ba2a1d92b3
U ;SMU ;an elevation rising generally more than 1,000 meters and of limited extent across the summit ;возвышение, обычно возвышающееся более чем на 1000 метров и имеющее ограниченную протяженность на вершине ;seamount ;подводная гора ;cdc4584c-cf1f-4b10-9fb9-47f5e317ab3a
U ;SPRU ;a subordinate elevation, ridge, or rise projecting outward from a larger feature ;второстепенное возвышение, гребень или подъем, выступающий наружу из более крупного объекта ;spur ;шпора ;0276ae34-487e-4cc0-bbe4-4268012cd3e5
U ;TERU ;a relatively flat horizontal or gently inclined surface, sometimes long and narrow, which is bounded by a steeper ascending slope on one side and by a steep descending slope on the opposite side ;относительно плоская горизонтальная или пологонаклонная поверхность, иногда длинная и узкая, ограниченная более крутым восходящим склоном с одной стороны и крутым нисходящим склоном с противоположной стороны ;terrace ;терраса ;be4cf4c0-7bed-41d2-b9af-8129cf575019
U ;TMSU ;seamounts having a comparatively smooth, flat top ;подводные горы, имеющие сравнительно гладкую, плоскую вершину ;tablemounts (or guyots) ;настольные крепления (или гайоты) ;6d770abe-bd34-4956-83e6-39c4c12a0703
U ;TMTU ;a seamount having a comparatively smooth, flat top ;подводная гора со сравнительно гладкой плоской вершиной ;tablemount (or guyot) ;настольное крепление (или гайот) ;51a109fe-d80c-45dd-b971-a77d1a2ec43d
U ;TNGU ;an elongate (tongue-like) extension of a flat sea floor into an adjacent higher feature ;удлиненное (языкообразное) расширение плоского морского дна в соседнюю более высокую особенность ;tongue ;язык ;ca83a8ea-e019-416f-ae44-ca8433d92152
U ;TRGU ;a long depression of the sea floor characteristically flat bottomed and steep sided, and normally shallower than a trench ;длинная впадина морского дна с характерным плоским дном и крутыми сторонами, обычно более мелкая, чем траншея ;trough ;впадина ;f1b6d856-0fba-431a-aeaf-5c01e2512e0e
